row1, row2, col1, col2, homogeneity, contrast, dissimilarity, entropy, mean, variance, std.Dev
1280.000000, 1536.000000, 768.000000, 1024.000000, 0.655350, 1.264044, 0.784016, 3.130907, 5.748510, 10.103380, 3.178581 
1280.000000, 1536.000000, 1024.000000, 1280.000000, 0.645826, 1.390078, 0.819857, 3.248200, 5.547498, 9.687124, 3.112414 
1280.000000, 1536.000000, 1280.000000, 1536.000000, 0.632504, 1.631581, 0.881125, 3.286288, 5.691756, 10.278589, 3.206024 
1280.000000, 1536.000000, 1536.000000, 1792.000000, 0.639981, 1.398848, 0.831545, 3.217316, 5.569461, 9.626852, 3.102717 
1280.000000, 1536.000000, 1792.000000, 2048.000000, 0.654519, 1.221273, 0.778545, 3.141523, 5.625046, 9.665490, 3.108937 
1280.000000, 1536.000000, 2048.000000, 2304.000000, 0.671029, 1.171541, 0.742613, 3.165979, 5.712898, 10.198161, 3.193456 
1280.000000, 1536.000000, 2304.000000, 2560.000000, 0.965762, 0.207305, 0.087503, 0.672904, 1.499103, 2.440011, 1.562053 
1280.000000, 1536.000000, 2560.000000, 2816.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
1280.000000, 1536.000000, 2816.000000, 3072.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
1280.000000, 1536.000000, 3072.000000, 3328.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
1280.000000, 1536.000000, 3328.000000, 3584.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
1280.000000, 1536.000000, 3584.000000, 3840.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
1280.000000, 1536.000000, 3840.000000, 4096.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
1536.000000, 1792.000000, 1.000000, 256.000000, 0.671974, 1.242496, 0.752132, 3.198490, 5.681895, 10.247503, 3.201172 
1536.000000, 1792.000000, 256.000000, 512.000000, 0.680960, 1.220650, 0.733661, 3.226723, 5.597899, 10.232334, 3.198802 
1536.000000, 1792.000000, 512.000000, 768.000000, 0.684263, 1.133542, 0.714099, 3.179905, 5.414746, 9.320914, 3.053017 
1536.000000, 1792.000000, 768.000000, 1024.000000, 0.677427, 1.121702, 0.723599, 3.154087, 5.421221, 9.180848, 3.029991 
1536.000000, 1792.000000, 1024.000000, 1280.000000, 0.659198, 1.357901, 0.791905, 3.267001, 5.566178, 9.930791, 3.151316 
1536.000000, 1792.000000, 1280.000000, 1536.000000, 0.630410, 1.752052, 0.903286, 3.327804, 5.732794, 10.719904, 3.274126 
1536.000000, 1792.000000, 1536.000000, 1792.000000, 0.638983, 1.494224, 0.848371, 3.279294, 5.662512, 10.227549, 3.198054 
1536.000000, 1792.000000, 1792.000000, 2048.000000, 0.643143, 1.340877, 0.816832, 3.209025, 5.611503, 9.787358, 3.128475 
1536.000000, 1792.000000, 2048.000000, 2304.000000, 0.680683, 1.199371, 0.730621, 3.152756, 5.789275, 10.461873, 3.234482 
1536.000000, 1792.000000, 2304.000000, 2560.000000, 0.963310, 0.228736, 0.094312, 0.679720, 1.504545, 2.488112, 1.577375 
1536.000000, 1792.000000, 2560.000000, 2816.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
1536.000000, 1792.000000, 2816.000000, 3072.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
1536.000000, 1792.000000, 3072.000000, 3328.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
1536.000000, 1792.000000, 3328.000000, 3584.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
1536.000000, 1792.000000, 3584.000000, 3840.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
1536.000000, 1792.000000, 3840.000000, 4096.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
1792.000000, 2048.000000, 1.000000, 256.000000, 0.909952, 0.328923, 0.204593, 1.433718, 2.261677, 5.396661, 2.323072 
1792.000000, 2048.000000, 256.000000, 512.000000, 0.917615, 0.314218, 0.189218, 1.422904, 2.261126, 5.494251, 2.343982 
1792.000000, 2048.000000, 512.000000, 768.000000, 0.921504, 0.286859, 0.178213, 1.421972, 2.179171, 4.943653, 2.223433 
1792.000000, 2048.000000, 768.000000, 1024.000000, 0.914853, 0.303092, 0.192136, 1.431121, 2.212427, 5.038373, 2.244632 
1792.000000, 2048.000000, 1024.000000, 1280.000000, 0.916955, 0.315160, 0.190403, 1.422522, 2.280490, 5.593649, 2.365090 
1792.000000, 2048.000000, 1280.000000, 1536.000000, 0.907446, 0.377447, 0.216424, 1.447072, 2.259971, 5.402572, 2.324343 
1792.000000, 2048.000000, 1536.000000, 1792.000000, 0.899479, 0.440357, 0.240090, 1.476015, 2.246671, 5.383444, 2.320225 
1792.000000, 2048.000000, 1792.000000, 2048.000000, 0.906012, 0.386232, 0.220498, 1.451475, 2.259180, 5.418420, 2.327750 
1792.000000, 2048.000000, 2048.000000, 2304.000000, 0.912949, 0.328566, 0.199401, 1.432662, 2.284989, 5.624710, 2.371647 
1792.000000, 2048.000000, 2304.000000, 2560.000000, 0.991082, 0.048638, 0.022282, 0.219917, 1.132843, 0.699089, 0.836115 
1792.000000, 2048.000000, 2560.000000, 2816.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
1792.000000, 2048.000000, 2816.000000, 3072.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
1792.000000, 2048.000000, 3072.000000, 3328.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
1792.000000, 2048.000000, 3328.000000, 3584.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
1792.000000, 2048.000000, 3584.000000, 3840.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
1792.000000, 2048.000000, 3840.000000, 4096.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2048.000000, 2304.000000, 1.000000, 256.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2048.000000, 2304.000000, 256.000000, 512.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2048.000000, 2304.000000, 512.000000, 768.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2048.000000, 2304.000000, 768.000000, 1024.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2048.000000, 2304.000000, 1024.000000, 1280.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2048.000000, 2304.000000, 1280.000000, 1536.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2048.000000, 2304.000000, 1536.000000, 1792.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2048.000000, 2304.000000, 1792.000000, 2048.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2048.000000, 2304.000000, 2048.000000, 2304.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2048.000000, 2304.000000, 2304.000000, 2560.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2048.000000, 2304.000000, 2560.000000, 2816.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2048.000000, 2304.000000, 2816.000000, 3072.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2048.000000, 2304.000000, 3072.000000, 3328.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2048.000000, 2304.000000, 3328.000000, 3584.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2048.000000, 2304.000000, 3584.000000, 3840.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2048.000000, 2304.000000, 3840.000000, 4096.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2304.000000, 2560.000000, 1.000000, 256.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2304.000000, 2560.000000, 256.000000, 512.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2304.000000, 2560.000000, 512.000000, 768.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2304.000000, 2560.000000, 768.000000, 1024.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2304.000000, 2560.000000, 1024.000000, 1280.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2304.000000, 2560.000000, 1280.000000, 1536.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2304.000000, 2560.000000, 1536.000000, 1792.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2304.000000, 2560.000000, 1792.000000, 2048.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2304.000000, 2560.000000, 2048.000000, 2304.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2304.000000, 2560.000000, 2304.000000, 2560.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2304.000000, 2560.000000, 2560.000000, 2816.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2304.000000, 2560.000000, 2816.000000, 3072.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2304.000000, 2560.000000, 3072.000000, 3328.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2304.000000, 2560.000000, 3328.000000, 3584.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2304.000000, 2560.000000, 3584.000000, 3840.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2304.000000, 2560.000000, 3840.000000, 4096.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2560.000000, 2816.000000, 1.000000, 256.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2560.000000, 2816.000000, 256.000000, 512.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2560.000000, 2816.000000, 512.000000, 768.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2560.000000, 2816.000000, 768.000000, 1024.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2560.000000, 2816.000000, 1024.000000, 1280.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2560.000000, 2816.000000, 1280.000000, 1536.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2560.000000, 2816.000000, 1536.000000, 1792.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2560.000000, 2816.000000, 1792.000000, 2048.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2560.000000, 2816.000000, 2048.000000, 2304.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2560.000000, 2816.000000, 2304.000000, 2560.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2560.000000, 2816.000000, 2560.000000, 2816.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2560.000000, 2816.000000, 2816.000000, 3072.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2560.000000, 2816.000000, 3072.000000, 3328.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2560.000000, 2816.000000, 3328.000000, 3584.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2560.000000, 2816.000000, 3584.000000, 3840.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2560.000000, 2816.000000, 3840.000000, 4096.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2816.000000, 3072.000000, 1.000000, 256.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2816.000000, 3072.000000, 256.000000, 512.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2816.000000, 3072.000000, 512.000000, 768.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2816.000000, 3072.000000, 768.000000, 1024.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2816.000000, 3072.000000, 1024.000000, 1280.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2816.000000, 3072.000000, 1280.000000, 1536.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2816.000000, 3072.000000, 1536.000000, 1792.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2816.000000, 3072.000000, 1792.000000, 2048.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2816.000000, 3072.000000, 2048.000000, 2304.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2816.000000, 3072.000000, 2304.000000, 2560.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2816.000000, 3072.000000, 2560.000000, 2816.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2816.000000, 3072.000000, 2816.000000, 3072.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2816.000000, 3072.000000, 3072.000000, 3328.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2816.000000, 3072.000000, 3328.000000, 3584.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2816.000000, 3072.000000, 3584.000000, 3840.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
2816.000000, 3072.000000, 3840.000000, 4096.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
3072.000000, 3328.000000, 1.000000, 256.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
3072.000000, 3328.000000, 256.000000, 512.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
3072.000000, 3328.000000, 512.000000, 768.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
3072.000000, 3328.000000, 768.000000, 1024.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
3072.000000, 3328.000000, 1024.000000, 1280.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
3072.000000, 3328.000000, 1280.000000, 1536.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
3072.000000, 3328.000000, 1536.000000, 1792.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000 
