X,Y,Computed_Area,Computed Perimeter,Border Index,Minimum Ellipse Ratio,Minimum Ellipse Rotation,Minimum Enclosing Circle,Compactness,Edge Count,homogeneity,contrast,dissimilarity,entropy,mean,variance,std.Dev
476.9,1636.2,102.0,56.0,784.0,0.664709793189,25.7128677368,8.49359703064,0.408727645874,45.0,0.674171,1.275961,0.754286,3.16746,5.894516,11.007907,3.317817
488.7,1666.1,183.0,72.0,1296.0,0.602782154047,128.151138306,10.4279546738,0.443604558706,56.0,0.674171,1.275961,0.754286,3.16746,5.894516,11.007907,3.317817
487.5,1587.9,163.0,76.0,1444.0,0.412449541722,18.2371444702,13.63534832,0.354625761509,50.0,0.674171,1.275961,0.754286,3.16746,5.894516,11.007907,3.317817
491.0,1699.9,40.0,34.0,289.0,0.583892266088,143.190979004,5.54671955109,0.434822529554,25.0,0.674171,1.275961,0.754286,3.16746,5.894516,11.007907,3.317817
497.1,1615.2,70.0,46.0,506.0,0.831245195096,83.9034805298,6.26886796951,0.415711730719,33.0,0.674171,1.275961,0.754286,3.16746,5.894516,11.007907,3.317817
498.2,1692.9,13.0,20.0,100.0,0.593014913848,121.814628601,3.25714612007,0.408407062292,17.0,0.674171,1.275961,0.754286,3.16746,5.894516,11.007907,3.317817
504.5,1652.5,136.0,66.0,1056.0,0.718557009365,124.102516174,9.28429412842,0.392338484526,49.0,0.674171,1.275961,0.754286,3.16746,5.894516,11.007907,3.317817
507.9,1629.3,90.0,56.0,756.0,0.434619387817,139.149490356,9.28429412842,0.360642015934,44.0,0.674171,1.275961,0.754286,3.16746,5.894516,11.007907,3.317817
507.4,1667.5,64.0,40.0,400.0,0.678761290762,161.147827148,6.46404123306,0.502654850483,22.0,0.674171,1.275961,0.754286,3.16746,5.894516,11.007907,3.317817
276.8,1795.1,83.0,46.0,529.0,0.589895110878,19.0038833618,7.49851322174,0.492915302515,32.0,0.766136,0.757904,0.515807,2.684399,6.423228,11.294058,3.360663
291.0,1813.2,179.0,82.0,1681.0,0.362451929324,150.576538086,13.5963897705,0.334530085325,59.0,0.766136,0.757904,0.515807,2.684399,6.423228,11.294058,3.360663
315.8,1798.8,130.0,62.0,930.0,0.807965163211,50.3036766052,8.45873451233,0.424981325865,42.0,0.766136,0.757904,0.515807,2.684399,6.423228,11.294058,3.360663
338.1,1800.9,465.0,156.0,5538.0,0.307259678799,12.239824295,27.8766803741,0.240111857653,87.0,0.766136,0.757904,0.515807,2.684399,6.423228,11.294058,3.360663
360.3,1833.0,33.0,32.0,256.0,0.88064198989,128.119842529,4.24679851532,0.404970943928,28.0,0.766136,0.757904,0.515807,2.684399,6.423228,11.294058,3.360663
370.9,1815.6,187.0,90.0,1980.0,0.44354554751,29.6151981354,13.8667993546,0.290112525225,60.0,0.766136,0.757904,0.515807,2.684399,6.423228,11.294058,3.360663
384.3,1842.4,207.0,72.0,1296.0,0.965483286933,57.5551376343,9.9508266449,0.501782178879,54.0,0.766136,0.757904,0.515807,2.684399,6.423228,11.294058,3.360663
417.5,1827.5,114.0,52.0,676.0,0.949105724164,60.9716300964,6.99815416336,0.529795229435,39.0,0.766136,0.757904,0.515807,2.684399,6.423228,11.294058,3.360663
432.1,1826.0,32.0,28.0,196.0,0.52569216633,150.211990356,4.85850000381,0.512913107872,18.0,0.766136,0.757904,0.515807,2.684399,6.423228,11.294058,3.360663
457.9,1814.3,21.0,46.0,529.0,0.199005598257,135.86390686,8.04455757141,0.124713517725,41.0,0.766136,0.757904,0.515807,2.684399,6.423228,11.294058,3.360663
462.2,1850.0,41.0,56.0,784.0,0.236761695146,133.513748169,9.83906078339,0.164292469621,47.0,0.766136,0.757904,0.515807,2.684399,6.423228,11.294058,3.360663
470.4,1826.4,47.0,38.0,361.0,0.576911514286,143.831756592,6.26524543762,0.409016251564,26.0,0.766136,0.757904,0.515807,2.684399,6.423228,11.294058,3.360663
481.9,1809.5,69.0,44.0,484.0,0.545642178761,155.113357544,7.17312002182,0.447871685028,31.0,0.766136,0.757904,0.515807,2.684399,6.423228,11.294058,3.360663
517.4,159.6,134.0,72.0,1296.0,0.333174928877,47.1875801086,11.4882698059,0.324825167656,59.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
514.6,206.2,104.0,64.0,992.0,0.497626506873,24.2449684143,10.144323349,0.319068014622,48.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
524.1,2.1,14.0,22.0,121.0,0.637816423733,76.1053390503,4.15206289291,0.363490074873,11.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
531.4,229.1,142.0,72.0,1152.0,0.578211894382,96.0893936157,10.3128671646,0.344217717648,49.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
524.6,122.7,14.0,24.0,144.0,0.572062916038,28.4217014313,3.74925661087,0.305432647467,20.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
529.5,23.6,118.0,60.0,900.0,0.593783769541,145.780288696,8.99408817291,0.411897718906,45.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
539.0,18.2,78.0,46.0,529.0,0.685400305871,156.460922241,6.87095689774,0.463221609592,38.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
539.8,60.6,65.0,44.0,484.0,0.657526973664,11.2329015732,6.79377794266,0.42190811038,34.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
545.1,85.8,86.0,54.0,702.0,0.544942081979,57.7905349731,8.524766922,0.370613127947,42.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
547.1,184.5,65.0,52.0,624.0,0.480535325245,71.1768264771,8.06102561951,0.302076220512,35.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
550.4,123.6,123.0,56.0,784.0,0.714114420191,113.756652832,8.51164245605,0.492877423763,38.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
550.6,106.2,70.0,48.0,552.0,0.576830921234,16.8017196655,7.49851322174,0.381790786982,31.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
557.9,55.8,234.0,82.0,1640.0,0.657495492917,167.737594604,12.7403964996,0.437318682671,50.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
556.9,227.1,77.0,56.0,784.0,0.342210446516,33.1967697144,9.28429412842,0.308549284935,37.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
558.2,155.8,32.0,36.0,306.0,0.588780938016,50.9687461853,5.14999961853,0.310280770063,28.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
559.0,100.9,18.0,22.0,121.0,0.552252035804,35.2374954224,3.92212319374,0.467344373465,15.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
571.9,146.3,54.0,56.0,784.0,0.343316794407,36.5956573486,9.71700000763,0.216385215521,42.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
581.7,240.6,119.0,90.0,1980.0,0.232617546455,51.4681587219,14.9704751968,0.184617057443,68.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
578.6,170.4,67.0,48.0,576.0,0.499686853574,31.1174983978,7.6560254097,0.365428328514,31.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
587.5,65.5,149.0,62.0,961.0,0.752574960812,26.6333179474,9.02611255646,0.487093985081,41.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
586.9,213.9,75.0,56.0,756.0,0.402010609333,25.1245670319,9.12582302094,0.300535023212,38.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
592.1,50.1,106.0,80.0,1320.0,0.942571395464,9.51090621948,8.99408817291,0.208130508661,58.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
590.3,178.6,116.0,58.0,841.0,0.693129871917,43.507358551,8.44637870789,0.43332311511,43.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
593.5,247.4,78.0,42.0,441.0,0.964229413719,174.032165527,5.96536064148,0.555655837059,28.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
598.5,15.3,98.0,52.0,676.0,0.578758811013,45.3859138489,8.30412578583,0.455438017845,36.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
606.9,172.1,69.0,46.0,529.0,0.476591407035,21.876247406,7.84424638748,0.409772962332,30.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
614.6,103.7,160.0,68.0,1156.0,0.614993843193,43.0403060913,11.6758575439,0.434822529554,38.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
613.8,216.7,84.0,46.0,529.0,0.85735330351,95.8481445312,7.03250837326,0.498854070902,29.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
615.2,153.7,66.0,64.0,1024.0,0.201542945688,36.900642395,11.743806839,0.202485471964,50.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
623.2,190.8,183.0,90.0,1980.0,0.404918905378,55.3779373169,15.146604538,0.283906906843,55.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
617.7,129.7,122.0,58.0,841.0,0.861964020291,143.922576904,7.83155632019,0.455736398697,45.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
627.9,75.6,180.0,82.0,1681.0,0.42858455454,22.6551361084,14.5390615463,0.336398988962,50.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
629.1,159.0,133.0,60.0,900.0,0.93260359447,105.696739197,8.1006193161,0.464257597923,48.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
627.5,252.4,123.0,62.0,961.0,0.611629685725,8.77687931061,9.79854393005,0.402097702026,42.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
630.1,103.9,85.0,52.0,650.0,0.506291703257,129.162475586,8.38359260559,0.395022749901,33.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
631.9,39.2,87.0,66.0,1089.0,0.282249471991,27.4356155396,11.573184967,0.250981241465,45.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
630.2,139.3,95.0,52.0,676.0,0.67003832501,144.099227905,8.26700592041,0.441496044397,30.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
636.7,205.8,132.0,74.0,1369.0,0.322363642402,36.1251487732,12.1226387024,0.302914708853,59.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
633.7,93.4,23.0,26.0,169.0,0.66790612779,175.647613525,4.18437480927,0.427554011345,19.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
646.9,173.1,65.0,38.0,361.0,0.66201510689,157.842514038,5.96817684174,0.565660715103,21.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
652.9,161.9,116.0,56.0,756.0,0.745331366104,97.787612915,7.84300041199,0.464827477932,40.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
653.4,182.7,52.0,36.0,324.0,0.877958142491,95.4566040039,5.3767580986,0.504206240177,23.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
655.5,227.8,119.0,54.0,729.0,0.952585005889,148.608352661,7.76464986801,0.512825191021,38.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
666.3,150.2,108.0,58.0,841.0,0.928995633787,6.31224775314,8.33756351471,0.403438776731,38.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
670.0,186.8,82.0,54.0,702.0,0.62051721072,112.887710571,8.06102561951,0.353375315666,35.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
669.6,1.7,12.0,24.0,144.0,0.379941186317,95.7366333008,5.15000009537,0.261799395084,9.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
683.5,91.6,113.0,54.0,702.0,0.661583021274,100.748634338,8.49359703064,0.486968398094,40.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
689.1,114.9,53.0,40.0,400.0,0.604354143479,36.102191925,6.02792024612,0.416261017323,33.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
688.4,171.8,47.0,38.0,361.0,0.823722596681,15.9312200546,5.85421609879,0.409016251564,27.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
694.8,39.5,137.0,78.0,1404.0,0.62601283614,3.51699519157,11.3416976929,0.282970547676,50.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
689.8,162.7,22.0,20.0,100.0,0.726269425368,35.7078208923,3.64159989357,0.691150426865,10.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
699.3,153.0,111.0,58.0,812.0,0.764720512475,10.4120283127,8.57305049896,0.414645403624,36.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
710.2,114.4,107.0,70.0,1225.0,0.372797219541,58.238735199,10.3000001907,0.274408519268,55.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
714.1,39.8,251.0,120.0,3120.0,0.796936064841,69.9104919434,14.3647146225,0.219038829207,84.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
715.5,10.1,170.0,72.0,1296.0,0.515498791747,40.1687583923,12.1544361115,0.412091612816,36.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
711.8,84.7,16.0,26.0,156.0,0.665996451734,108.143760681,3.92212319374,0.297428905964,18.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
715.6,247.7,114.0,52.0,676.0,0.687903069831,62.1443710327,8.24077224731,0.529795229435,30.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
720.0,224.1,65.0,40.0,400.0,0.856150619341,45.8325691223,5.54671955109,0.510508775711,32.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
722.7,176.4,203.0,80.0,1600.0,0.389363996798,177.114624023,14.9438772202,0.398589581251,45.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
736.8,76.7,50.0,38.0,361.0,0.510315968814,42.3669967651,5.84971952438,0.43512365222,30.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
737.2,67.1,13.0,20.0,100.0,0.738254818436,167.342498779,3.13262271881,0.408407062292,19.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
746.0,100.7,261.0,102.0,2244.0,0.659976285245,15.273226738,14.1152114868,0.31524631381,65.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
748.2,59.8,15.0,24.0,144.0,0.553033474276,164.007843018,4.24679851532,0.327249228954,18.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
748.5,199.3,12.0,20.0,100.0,0.807976818008,29.4139118195,3.13262271881,0.376991122961,16.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
766.9,160.4,14.0,24.0,144.0,0.530024511033,142.489532471,3.74925661087,0.305432647467,21.0,0.672704,1.144289,0.735042,3.160024,5.609445,9.803171,3.131002
522.7,404.1,179.0,70.0,1225.0,0.569296664686,26.6189918518,11.2477703094,0.459057211876,49.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
527.2,328.6,72.0,46.0,529.0,0.499389276227,2.24851846695,8.23999977112,0.427589178085,29.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
533.1,347.1,81.0,44.0,484.0,0.863821163837,42.3350715637,6.69500017166,0.525762438774,26.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
539.2,448.2,39.0,40.0,380.0,0.637825742587,53.3411216736,5.54671955109,0.306305289268,33.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
542.1,307.1,60.0,48.0,576.0,0.400338404286,32.8748931885,7.84424638748,0.327249228954,38.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
541.9,405.5,80.0,50.0,625.0,0.382361596323,50.1051521301,8.30412578583,0.402123868465,37.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
545.8,265.2,91.0,56.0,784.0,0.578742587108,46.7511901855,7.84424638748,0.364649176598,46.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
550.1,458.5,57.0,42.0,441.0,0.59068833256,133.168792725,6.22276878357,0.406056195498,32.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
552.6,281.2,31.0,34.0,289.0,0.371429548893,33.4703483582,6.00588035583,0.33698746562,26.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
559.7,300.8,72.0,46.0,529.0,0.579065860102,67.5483474731,7.6560254097,0.427589178085,31.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
559.0,334.1,102.0,56.0,784.0,0.690948661258,99.6667175293,8.30412578583,0.408727645874,41.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
570.6,350.8,60.0,70.0,1225.0,0.316419214216,41.7325897217,11.3065662384,0.153873920441,55.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
572.1,317.1,75.0,54.0,702.0,0.377371015959,26.9331893921,9.94630146027,0.323209136724,39.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
571.0,376.9,17.0,24.0,144.0,0.729396187203,130.057159424,3.25714612007,0.370882481337,23.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
579.5,423.0,70.0,62.0,899.0,0.393807353503,134.01512146,9.04004669189,0.228836104274,44.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
576.2,275.9,46.0,34.0,289.0,0.62022811832,167.473968506,5.54671955109,0.500045895576,18.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
582.8,451.6,84.0,70.0,1050.0,0.60021479107,118.625152588,9.15451717377,0.215423509479,53.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
578.4,485.7,44.0,40.0,400.0,0.469498005631,39.6366081238,6.22276878357,0.345575213432,34.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
589.4,274.5,130.0,60.0,900.0,0.643772142927,38.1335296631,8.8202495575,0.453785598278,45.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
584.6,338.7,33.0,36.0,324.0,0.415446522298,174.516952515,6.71477842331,0.319977045059,21.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
588.6,508.0,19.0,26.0,169.0,0.452278815712,132.678436279,4.15206289291,0.353196829557,23.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
593.3,370.0,63.0,42.0,441.0,0.69585834817,39.8442649841,6.38349056244,0.448798984289,28.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
604.1,396.6,84.0,66.0,1023.0,0.415366137456,45.223651886,9.71700000763,0.242326721549,46.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
602.4,258.4,36.0,34.0,289.0,0.728198442461,172.494049072,5.17568588257,0.391340255737,29.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
605.5,318.5,48.0,42.0,441.0,0.447747927536,24.7948131561,7.3736782074,0.341942071915,29.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
608.8,338.1,159.0,82.0,1435.0,0.67330633927,128.01965332,11.1411542892,0.297152429819,47.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
608.3,286.5,123.0,58.0,841.0,0.493666723519,21.9157409668,9.94630146027,0.459471940994,38.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
606.0,413.9,56.0,42.0,441.0,0.509694802069,18.4487037659,7.28319978714,0.398932427168,29.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
612.9,386.6,39.0,30.0,225.0,0.811472842421,108.709503174,4.40016174316,0.544542729855,22.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
625.8,284.4,80.0,46.0,529.0,0.583089022387,18.592666626,7.6560254097,0.475099086761,30.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
631.1,315.4,172.0,68.0,1156.0,0.657091685988,35.063129425,9.94630146027,0.467434197664,45.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
636.6,359.3,272.0,106.0,2809.0,0.3320067863,43.9268074036,18.2225608826,0.30420550704,79.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
634.9,333.3,161.0,66.0,1089.0,0.879415017724,175.446716309,9.6372461319,0.464459508657,38.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
644.9,507.9,107.0,54.0,729.0,0.721579312165,85.2328872681,8.30412578583,0.461111694574,35.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
646.1,385.1,81.0,48.0,576.0,0.577625944625,60.6141014099,7.13640785217,0.441786468029,36.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
645.9,313.3,145.0,60.0,900.0,0.72880662272,172.097915649,9.32704734802,0.506145477295,45.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
646.1,459.7,73.0,44.0,484.0,0.924426118485,46.6107063293,5.967461586,0.473835289478,38.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
654.9,324.4,60.0,50.0,625.0,0.407907225397,42.3480033875,7.46449947357,0.301592886448,42.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
652.2,341.7,48.0,34.0,289.0,0.748755137578,36.2969284058,5.54671955109,0.521786987782,21.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
653.0,435.5,10.0,20.0,100.0,0.61292269737,55.8612327576,3.09535980225,0.314159274101,16.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
655.4,352.8,32.0,28.0,196.0,0.886318031622,124.087814331,3.92212319374,0.512913107872,21.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
660.6,278.3,39.0,36.0,324.0,0.535506749194,46.614818573,5.1726360321,0.378154695034,31.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
680.1,326.9,30.0,30.0,225.0,0.425257312956,173.076660156,5.75787496567,0.418879032135,19.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
685.9,293.9,82.0,60.0,840.0,0.420632506819,150.837692261,9.4541425705,0.286233991385,42.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
693.4,262.1,157.0,66.0,1056.0,0.673281001719,4.12110137939,10.3513717651,0.452920168638,48.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
698.0,452.9,88.0,54.0,702.0,0.619694179173,153.877624512,8.32007980347,0.379232048988,37.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
709.5,398.2,115.0,80.0,1600.0,0.263279954742,27.1399917603,13.683889389,0.225801989436,53.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
711.0,360.3,96.0,52.0,676.0,0.793899473941,4.46932268143,7.74214792252,0.446143329144,43.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
737.1,467.8,121.0,74.0,1147.0,0.662697758854,103.639411926,9.67597103119,0.277671813965,48.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
741.5,403.7,70.0,50.0,625.0,0.372883947555,60.6028137207,8.86039543152,0.351858407259,33.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
747.7,351.0,75.0,72.0,1224.0,0.378740031184,96.4792861938,13.4295568466,0.18180513382,39.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
743.5,437.3,67.0,48.0,552.0,0.473548645614,155.891448975,8.30412578583,0.365428328514,34.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
756.1,318.8,143.0,84.0,1764.0,0.299882432264,51.1990814209,14.3092164993,0.254675596952,62.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
748.1,341.7,72.0,46.0,529.0,0.495540077617,43.5946731567,7.60388374329,0.427589178085,33.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
752.5,507.9,58.0,38.0,361.0,0.827746674976,140.377288818,5.54671955109,0.504743397236,28.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
759.9,466.8,31.0,30.0,225.0,0.826652078402,157.599273682,4.24679851532,0.432841658592,25.0,0.707016,0.915537,0.640427,2.955371,5.867552,10.157824,3.187134
521.7,681.8,41.0,40.0,400.0,0.442335432482,132.93170166,6.20142126083,0.322013258934,34.0,0.690606,0.983737,0.679262,2.964334,5.990136,10.579319,3.252587
524.8,545.2,94.0,48.0,576.0,0.875458741038,83.6096420288,6.82648181915,0.512690484524,36.0,0.690606,0.983737,0.679262,2.964334,5.990136,10.579319,3.252587
528.2,521.1,67.0,46.0,529.0,0.643542462295,44.3289146423,6.69500017166,0.397895485163,36.0,0.690606,0.983737,0.679262,2.964334,5.990136,10.579319,3.252587
543.2,612.2,95.0,60.0,810.0,0.456829211756,3.3789255619,9.83906078339,0.331612586975,41.0,0.690606,0.983737,0.679262,2.964334,5.990136,10.579319,3.252587
544.2,728.4,58.0,38.0,361.0,0.767605652358,55.8844223022,5.41362714767,0.504743397236,30.0,0.690606,0.983737,0.679262,2.964334,5.990136,10.579319,3.252587
559.7,677.7,57.0,40.0,400.0,0.900197144381,89.8545303345,5.56597232819,0.447676956654,29.0,0.690606,0.983737,0.679262,2.964334,5.990136,10.579319,3.252587
562.1,584.7,47.0,36.0,324.0,0.654420535207,54.9573860168,5.43134069443,0.455724895,27.0,0.690606,0.983737,0.679262,2.964334,5.990136,10.579319,3.252587
571.6,677.9,42.0,34.0,289.0,0.441825222648,73.1515426636,6.02792024612,0.456563651562,22.0,0.690606,0.983737,0.679262,2.964334,5.990136,10.579319,3.252587
570.0,685.9,22.0,28.0,196.0,0.463593862134,131.019363403,4.43019771576,0.352627784014,22.0,0.690606,0.983737,0.679262,2.964334,5.990136,10.579319,3.252587
574.9,637.8,86.0,46.0,529.0,0.84268100832,33.2742805481,6.49590110779,0.510731518269,35.0,0.690606,0.983737,0.679262,2.964334,5.990136,10.579319,3.252587
591.7,606.7,78.0,56.0,784.0,0.333037070369,136.018798828,9.4961309433,0.312556415796,42.0,0.690606,0.983737,0.679262,2.964334,5.990136,10.579319,3.252587
597.9,641.7,79.0,46.0,529.0,0.690650740604,120.182167053,6.69500017166,0.469160348177,36.0,0.690606,0.983737,0.679262,2.964334,5.990136,10.579319,3.252587
613.8,660.1,88.0,62.0,899.0,0.474686229712,71.1714630127,10.144323349,0.287679672241,37.0,0.690606,0.983737,0.679262,2.964334,5.990136,10.579319,3.252587
609.2,736.3,29.0,32.0,256.0,0.744234224937,57.129108429,4.81992053986,0.355883538723,24.0,0.690606,0.983737,0.679262,2.964334,5.990136,10.579319,3.252587
623.9,605.5,199.0,90.0,1935.0,0.412881885871,30.1429977417,13.4637765884,0.308729350567,58.0,0.690606,0.983737,0.679262,2.964334,5.990136,10.579319,3.252587
619.3,556.0,12.0,20.0,100.0,0.729572978767,80.1729507446,3.13262271881,0.376991122961,17.0,0.690606,0.983737,0.679262,2.964334,5.990136,10.579319,3.252587
