X,Y,Computed_Area,Computed Perimeter,Border Index,Minimum Ellipse Ratio,Minimum Ellipse Rotation,Minimum Enclosing Circle,Compactness,Edge Count,homogeneity,contrast,dissimilarity,entropy,mean,variance,std.Dev
1299.8,170.1,133.0,74.0,1332.0,0.417230987843,62.199546814,11.0934391022,0.305209517479,52.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1296.2,86.1,57.0,40.0,400.0,0.842197574424,122.310913086,5.55291604996,0.447676956654,31.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1308.0,62.2,149.0,80.0,1400.0,0.477827795056,94.9982910156,12.1216602325,0.292560815811,51.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1305.9,140.4,55.0,40.0,400.0,0.80428323962,0.859632313251,5.69163417816,0.431968986988,31.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1310.6,10.8,73.0,48.0,576.0,0.92657351374,88.2873382568,6.8619685173,0.398153245449,33.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1313.7,197.7,92.0,60.0,780.0,0.710016315684,97.8128051758,8.32007980347,0.32114058733,38.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1322.6,2.7,23.0,32.0,256.0,0.404189100878,118.266624451,6.22276878357,0.282252460718,16.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1319.8,25.9,16.0,22.0,121.0,0.657091795227,137.232620239,3.47597002983,0.415417224169,17.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1322.6,112.4,60.0,42.0,441.0,0.581105602577,158.266876221,6.51429224014,0.427427560091,31.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1330.0,221.2,79.0,50.0,625.0,0.489413566042,20.4720172882,8.06102561951,0.397097319365,33.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1338.8,3.5,46.0,34.0,272.0,0.833016032311,69.0236129761,5.54671955109,0.500045895576,16.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1338.6,143.1,27.0,28.0,196.0,0.543908464795,1.07383036613,5.17568588257,0.432770431042,16.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1344.5,247.6,76.0,50.0,625.0,0.647220852149,43.6875038147,7.3736782074,0.382017672062,37.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1353.7,150.7,35.0,34.0,289.0,0.550641717626,27.6735935211,5.3767580986,0.380469709635,27.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1374.6,59.8,131.0,64.0,1024.0,0.718474925692,160.963546753,9.27000045776,0.401902973652,46.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1374.3,154.4,41.0,34.0,289.0,0.876214415829,146.72807312,4.69073486328,0.445693075657,31.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1377.7,78.3,36.0,38.0,342.0,0.46761918983,92.1430664062,6.26524543762,0.313289016485,21.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1379.0,138.1,91.0,50.0,600.0,0.780787426183,164.406921387,7.6560254097,0.457415908575,33.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1386.2,245.4,87.0,54.0,729.0,0.459643346325,35.0383033752,8.24077892303,0.374922603369,43.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1389.8,2.1,23.0,30.0,225.0,0.622118017968,120.099517822,6.17999982834,0.32114058733,13.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1402.2,219.4,14.0,20.0,100.0,0.872434525029,161.439834595,3.11257743835,0.439823001623,14.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1413.0,26.8,138.0,86.0,1677.0,0.642255676666,94.107421875,12.8852958679,0.234472572803,51.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1413.7,135.6,90.0,68.0,986.0,0.73795586923,81.000213623,8.67568588257,0.244587674737,49.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1415.7,208.2,83.0,56.0,784.0,0.554196448115,37.0907745361,8.18347740173,0.332592099905,47.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1425.5,12.2,38.0,40.0,360.0,0.573015735747,64.1572494507,6.22276878357,0.298451304436,30.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1448.1,133.7,33.0,36.0,324.0,0.421573615557,149.267166138,6.51429224014,0.319977045059,22.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1449.9,40.7,43.0,42.0,420.0,0.466094652828,0.559752702713,7.22836923599,0.306323111057,28.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1463.5,118.7,112.0,88.0,1716.0,0.25715046579,172.579299927,15.1553564072,0.181745037436,45.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1476.6,96.7,98.0,60.0,810.0,0.833483153081,176.422653198,8.10378360748,0.342084556818,44.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1476.4,235.2,105.0,60.0,870.0,0.551384535477,34.9422187805,9.18573951721,0.366519153118,49.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1484.8,64.4,80.0,54.0,729.0,0.519093458617,25.3346309662,8.80032348633,0.344756424427,37.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1487.8,82.4,40.0,34.0,289.0,0.548776407,13.648317337,5.87190341949,0.434822529554,25.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1499.7,56.6,70.0,52.0,676.0,0.428175093028,59.3147773743,8.32007980347,0.325312882662,42.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1496.7,239.9,39.0,34.0,289.0,0.55744320795,163.251663208,5.75787496567,0.42395195365,25.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1511.9,151.0,74.0,48.0,576.0,0.510035834697,35.9391670227,7.20183801651,0.403607398272,38.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1520.2,200.5,130.0,74.0,1332.0,0.447320570432,35.1249160767,11.8027544022,0.2983250916,50.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1517.9,245.6,61.0,38.0,361.0,0.922019719267,171.584640503,5.59066581726,0.530850887299,28.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1521.8,4.0,17.0,22.0,121.0,0.78647153169,18.926902771,3.25714612007,0.441380798817,20.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1531.1,165.5,32.0,32.0,256.0,0.603281040391,118.836914062,4.88571882248,0.392699092627,28.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1529.3,185.2,18.0,24.0,144.0,0.506601462859,45.9701843262,3.71371769905,0.392699092627,24.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1530.5,207.4,15.0,44.0,484.0,0.249004200075,37.6533470154,7.72499990463,0.0973634123802,31.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1535.8,48.1,47.0,78.0,1482.0,0.612839443147,10.0363950729,12.125166893,0.0970774888992,44.0,0.655751,1.397681,0.804471,3.289722,5.572198,10.217422,3.19647
1282.6,294.3,14.0,20.0,100.0,0.679561842017,61.7376747131,3.25714612007,0.439823001623,17.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1286.2,465.6,14.0,28.0,182.0,0.481166344224,106.684295654,4.74806547165,0.224399492145,20.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1293.1,279.9,113.0,58.0,841.0,0.524886091181,52.9637756348,8.75500011444,0.422116488218,45.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1293.9,314.8,20.0,26.0,169.0,0.487793573479,142.272232056,4.43019771576,0.371786117554,19.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1297.3,493.9,64.0,50.0,600.0,0.532085753297,177.230743408,7.793364048,0.321699082851,32.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1299.7,364.3,42.0,34.0,289.0,0.870853761024,23.5112361908,4.66880512238,0.456563651562,30.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1299.8,406.5,18.0,28.0,196.0,0.477160733554,21.1313591003,5.0721616745,0.288513600826,18.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1305.9,311.4,170.0,82.0,1640.0,0.619512796953,160.189117432,12.3410930634,0.317710131407,53.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1312.4,278.7,62.0,44.0,484.0,0.543750202033,36.3780784607,6.69500017166,0.402435421944,36.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1317.3,403.2,73.0,46.0,529.0,0.500295966781,69.91355896,7.49851322174,0.43352791667,36.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1337.0,497.0,204.0,94.0,2021.0,0.667862718373,98.8504867554,13.904999733,0.290124475956,73.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1333.9,270.8,19.0,34.0,289.0,0.301810998564,27.0239467621,6.22276878357,0.206540703773,23.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1337.2,363.0,108.0,52.0,676.0,0.645610569457,29.4206829071,8.524766922,0.501911282539,36.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1338.2,453.0,49.0,40.0,400.0,0.617494692516,24.8496932983,6.26524543762,0.384845137596,34.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1347.2,332.6,121.0,86.0,1634.0,0.670755033385,105.829566956,11.6189289093,0.205588281155,47.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1340.5,277.0,27.0,30.0,225.0,0.679471066366,5.7231965065,4.78501605988,0.376991122961,20.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1360.4,446.5,91.0,90.0,1710.0,0.369827243326,89.0193328857,13.9145336151,0.141177758574,54.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1352.4,405.4,11.0,32.0,224.0,0.506729925971,117.450996399,4.88571882248,0.13499031961,26.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1352.6,473.9,72.0,50.0,625.0,0.627067681848,156.32232666,8.14286518097,0.361911475658,33.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1359.4,464.8,72.0,50.0,600.0,0.789413048521,51.6185417175,6.99667406082,0.361911475658,37.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1356.4,316.2,18.0,22.0,121.0,0.633892068238,171.322235107,4.15206289291,0.467344373465,13.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1371.6,259.8,42.0,36.0,324.0,0.5124709214,23.2907962799,6.02792024612,0.407243520021,25.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1372.9,367.9,23.0,30.0,210.0,0.700716386721,72.6706619263,4.40016174316,0.32114058733,24.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1377.9,414.4,48.0,40.0,400.0,0.605678882111,40.436126709,5.87190341949,0.376991122961,36.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1382.8,497.0,123.0,62.0,961.0,0.441153514241,132.75604248,9.892827034,0.402097702026,47.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1391.4,427.7,20.0,24.0,144.0,0.791746516216,161.596542358,3.64159989357,0.436332345009,21.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1394.4,506.7,20.0,28.0,182.0,0.648665598897,118.169471741,3.92212319374,0.320570707321,24.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1409.5,459.5,160.0,68.0,1156.0,0.701971237072,69.1484146118,10.1227397919,0.434822529554,49.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1415.1,406.7,93.0,54.0,675.0,0.590888228423,18.1392669678,8.4612159729,0.400779306889,32.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1422.4,387.1,71.0,44.0,484.0,0.726844846731,177.74961853,6.88806152344,0.460853487253,28.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1432.8,369.0,22.0,26.0,169.0,0.758710380446,177.803970337,4.11999988556,0.408964753151,24.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1436.9,461.3,85.0,48.0,576.0,0.580001366469,21.8520565033,7.793364048,0.463603079319,34.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1439.8,498.5,36.0,34.0,289.0,0.435396340603,158.538787842,6.37019824982,0.391340255737,21.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1441.3,352.5,48.0,42.0,441.0,0.435937626177,16.4620780945,7.28319978714,0.341942071915,29.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1447.1,331.8,50.0,36.0,324.0,0.712419484858,30.9257125854,5.54671955109,0.484813690186,28.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1449.1,320.0,52.0,38.0,361.0,0.720343616497,164.182937622,5.78162145615,0.452528595924,29.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1452.1,402.9,50.0,40.0,400.0,0.483178516168,122.662071228,6.69500017166,0.392699092627,32.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1458.4,384.6,60.0,54.0,702.0,0.822864891386,64.3871688843,7.73380613327,0.258567303419,34.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1455.7,337.6,40.0,36.0,324.0,0.527850511516,37.6835403442,5.54671955109,0.38785097003,31.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1467.3,447.0,32.0,32.0,256.0,0.519584527457,135.442718506,4.87284374237,0.392699092627,27.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1469.9,495.2,76.0,44.0,484.0,0.669429936177,127.202156067,6.46411657333,0.493307948112,33.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1473.4,384.6,118.0,70.0,1085.0,0.91521266777,149.998016357,9.23030948639,0.302618741989,50.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1470.0,355.0,54.0,40.0,400.0,0.797354303509,27.1886386871,5.70645904541,0.424115031958,35.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1478.3,407.2,9.0,20.0,100.0,0.520518337275,53.5129432678,3.00294017792,0.28274333477,16.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1489.5,495.2,36.0,50.0,625.0,0.20737871272,134.029769897,9.11128044128,0.180955737829,44.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1488.7,466.2,36.0,30.0,225.0,0.807568182214,54.667842865,4.33212280273,0.502654850483,24.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1489.0,376.8,41.0,34.0,289.0,0.597447129351,172.129882812,5.68836069107,0.445693075657,25.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1501.7,448.2,157.0,70.0,1225.0,0.58317352092,129.057327271,9.84294986725,0.402636796236,55.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1496.7,481.0,40.0,38.0,342.0,0.572917554023,136.172927856,6.22276878357,0.348098933697,22.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1501.1,471.6,32.0,30.0,225.0,0.656700562306,110.173034668,4.74806547165,0.446804314852,23.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1506.9,305.6,105.0,52.0,676.0,0.761485148032,26.6426811218,7.6560254097,0.487969309092,40.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1511.1,435.6,50.0,50.0,625.0,0.286118392472,135.093292236,8.38359260559,0.251327425241,37.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1514.7,415.8,52.0,36.0,324.0,0.631971933787,129.1118927,5.75787496567,0.504206240177,25.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1521.0,321.8,107.0,56.0,756.0,0.735479672985,49.6356277466,7.89786577225,0.42876330018,38.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1528.8,310.9,12.0,32.0,240.0,0.708660731642,97.1996459961,4.81355381012,0.14726215601,18.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1535.9,359.1,83.0,54.0,729.0,0.405751232021,33.3168487549,8.99408817291,0.357684761286,45.0,0.671174,1.284472,0.760244,3.242653,5.576088,10.123737,3.181782
1280.8,750.2,123.0,60.0,840.0,0.68877812704,31.938129425,9.21259975433,0.429351001978,38.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1292.1,516.1,117.0,62.0,961.0,0.600749153275,118.945526123,9.00430965424,0.382483184338,50.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1291.6,612.3,68.0,48.0,576.0,0.416977750797,179.506973267,9.28429412842,0.370882481337,27.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1304.6,690.1,55.0,56.0,784.0,0.293796578146,115.059761047,10.144323349,0.220392346382,37.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1297.2,658.8,12.0,22.0,121.0,0.606630859223,20.4672050476,4.24679851532,0.311562895775,13.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1316.0,660.6,24.0,36.0,324.0,0.355725943577,30.3880157471,6.45293188095,0.232710570097,27.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1338.6,633.5,48.0,38.0,361.0,0.516940914136,22.3250789642,6.51429224014,0.417718678713,27.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1345.0,757.0,93.0,54.0,729.0,0.682517719013,39.292552948,7.50037145615,0.400779306889,39.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1357.4,556.6,88.0,112.0,2296.0,0.620856305851,143.673187256,12.5445556641,0.0881569460034,80.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1356.3,702.4,93.0,56.0,784.0,0.410743988637,33.2443161011,9.21259975433,0.372663408518,44.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1365.7,664.2,80.0,44.0,484.0,0.647698424626,64.8919830322,6.9334692955,0.519271552563,32.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1374.0,629.8,59.0,54.0,702.0,0.475361418698,63.4694404602,9.21259975433,0.2542578578,35.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1380.0,685.6,50.0,48.0,576.0,0.380864944611,47.8319816589,7.4274353981,0.272707700729,40.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1385.4,537.9,77.0,46.0,529.0,0.651304736053,149.802215576,6.92470169067,0.457282871008,34.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1393.9,654.5,48.0,36.0,324.0,0.687996767392,15.4742822647,5.75787496567,0.465421140194,29.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1400.4,552.6,13.0,22.0,121.0,0.492658587521,162.499984741,3.65532135963,0.337526500225,15.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1404.6,562.5,25.0,30.0,225.0,0.412959308847,141.658187866,5.0721616745,0.349065870047,25.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1419.0,678.1,67.0,60.0,840.0,0.383113250422,70.1092987061,9.77143764496,0.233874127269,44.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1418.6,754.5,99.0,52.0,676.0,0.877383763122,158.726593018,7.50735044479,0.460085302591,36.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1421.2,712.1,66.0,48.0,552.0,0.59374181883,46.0044631958,6.92363357544,0.359974175692,41.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1427.0,566.7,37.0,30.0,225.0,0.654277393728,22.8597621918,4.88571882248,0.51661747694,22.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1430.8,631.5,92.0,64.0,960.0,0.509253013071,150.766815186,9.46816062927,0.282252460718,42.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1430.7,587.8,29.0,32.0,256.0,0.59669090224,58.7971115112,4.88571882248,0.355883538723,26.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1441.0,540.3,177.0,100.0,2050.0,0.413241074737,78.2080764771,14.1695213318,0.222424760461,63.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1441.6,677.3,46.0,36.0,324.0,0.713887644622,31.5907211304,5.3767580986,0.446028590202,29.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1440.0,767.9,31.0,28.0,196.0,0.717369440059,42.096660614,4.74806547165,0.496884554625,16.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1454.1,592.6,193.0,96.0,2160.0,0.479105266782,173.948883057,15.586728096,0.263162940741,50.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1454.8,643.6,96.0,66.0,924.0,0.808311428851,52.8347358704,8.66150474548,0.276944816113,51.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1451.9,664.6,32.0,32.0,256.0,0.731275466057,157.596481323,4.74806547165,0.392699092627,27.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1456.0,568.7,27.0,28.0,196.0,0.879063519183,55.6329841614,3.84558987617,0.432770431042,25.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1477.0,667.0,125.0,68.0,1122.0,0.323907058135,108.728370667,12.381439209,0.339705109596,41.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1473.5,571.5,74.0,46.0,506.0,0.618139543644,105.553215027,7.3736782074,0.439466655254,31.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1474.0,711.9,27.0,28.0,196.0,0.776729797525,132.965286255,3.99979448318,0.432770431042,22.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1477.4,694.7,54.0,36.0,324.0,0.628275075312,141.74331665,5.75787496567,0.523598790169,26.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1488.1,598.5,251.0,98.0,2401.0,0.334406020967,50.8602561951,15.9981918335,0.328421413898,77.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1478.4,532.4,24.0,26.0,169.0,0.472948272897,169.615982056,5.2519903183,0.446143329144,11.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1480.4,721.0,17.0,22.0,121.0,0.875083435749,176.355133057,3.13262271881,0.441380798817,20.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1485.9,679.3,62.0,46.0,529.0,0.462478855473,43.946647644,7.09155416489,0.36820179224,38.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1485.4,577.7,36.0,30.0,225.0,0.795771814771,100.646621704,4.63500022888,0.502654850483,22.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1502.8,745.3,83.0,50.0,625.0,0.451249148312,147.949966431,8.06102561951,0.417203515768,38.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1511.2,690.5,75.0,50.0,625.0,0.493908719197,103.464584351,8.38359260559,0.376991122961,36.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1517.7,575.4,115.0,68.0,1156.0,0.356490678996,122.84236145,11.2948322296,0.312528699636,53.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1514.5,629.5,13.0,18.0,81.0,0.640043550558,67.7772521973,3.25714612007,0.504206240177,13.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1533.3,560.6,100.0,62.0,961.0,0.493464973229,57.2176704407,10.1573877335,0.326908707619,37.0,0.665147,1.219966,0.760153,3.190907,5.489984,9.512849,3.084291
1283.3,890.9,121.0,82.0,1558.0,0.593870201979,48.7088623047,11.3188371658,0.226134866476,55.0,0.65535,1.264044,0.784016,3.130907,5.74851,10.10338,3.178581
1289.0,1014.6,11.0,24.0,144.0,0.532585876893,32.1650123596,3.74925661087,0.239982783794,23.0,0.65535,1.264044,0.784016,3.130907,5.74851,10.10338,3.178581
1309.1,809.6,13.0,22.0,121.0,0.821944896266,171.678451538,3.40813732147,0.337526500225,17.0,0.65535,1.264044,0.784016,3.130907,5.74851,10.10338,3.178581
1314.0,916.9,32.0,32.0,256.0,0.565080994836,38.4089736938,4.9026722908,0.392699092627,23.0,0.65535,1.264044,0.784016,3.130907,5.74851,10.10338,3.178581
1322.5,994.2,92.0,54.0,729.0,0.464379239628,149.597824097,8.80032348633,0.396469861269,42.0,0.65535,1.264044,0.784016,3.130907,5.74851,10.10338,3.178581
1327.5,915.6,97.0,54.0,729.0,0.74578644718,117.694572449,7.49851322174,0.418017148972,42.0,0.65535,1.264044,0.784016,3.130907,5.74851,10.10338,3.178581
1325.8,789.2,16.0,28.0,196.0,0.456105587386,54.4176216125,4.74806547165,0.256456553936,16.0,0.65535,1.264044,0.784016,3.130907,5.74851,10.10338,3.178581
1330.6,780.1,17.0,26.0,169.0,0.582073857907,151.821029663,4.15206289291,0.316018223763,18.0,0.65535,1.264044,0.784016,3.130907,5.74851,10.10338,3.178581
1336.2,862.5,20.0,24.0,144.0,0.850884139892,133.728591919,3.35738897324,0.436332345009,21.0,0.65535,1.264044,0.784016,3.130907,5.74851,10.10338,3.178581
1343.4,961.5,11.0,20.0,100.0,0.47544503563,47.0774269104,3.31793665886,0.345575213432,18.0,0.65535,1.264044,0.784016,3.130907,5.74851,10.10338,3.178581
1354.4,943.0,99.0,54.0,729.0,0.779066062745,62.6893882751,7.66663789749,0.426636040211,41.0,0.65535,1.264044,0.784016,3.130907,5.74851,10.10338,3.178581
1352.0,1012.7,23.0,24.0,144.0,0.76143277586,138.093093872,3.45024371147,0.501782178879,20.0,0.65535,1.264044,0.784016,3.130907,5.74851,10.10338,3.178581
1362.9,906.4,54.0,40.0,400.0,0.713971977104,127.301887512,6.02792024612,0.424115031958,30.0,0.65535,1.264044,0.784016,3.130907,5.74851,10.10338,3.178581
1367.6,882.5,49.0,40.0,400.0,0.444739632914,52.2794914246,6.45293188095,0.384845137596,34.0,0.65535,1.264044,0.784016,3.130907,5.74851,10.10338,3.178581
1365.2,982.6,19.0,24.0,144.0,0.862973631116,57.1177368164,3.38265776634,0.414515703917,21.0,0.65535,1.264044,0.784016,3.130907,5.74851,10.10338,3.178581
1373.5,872.1,45.0,34.0,289.0,0.684009723911,6.49997520447,5.3767580986,0.489175349474,21.0,0.65535,1.264044,0.784016,3.130907,5.74851,10.10338,3.178581
