X,Y
1039.1,595.5
1037.5,1007.3
1043.3,621.5
1038.7,889.2
1040.9,201.6
1046.2,663.1
1043.9,1667.2
1044.2,832.8
1043.4,568.7
1047.8,816.3
1050.6,7.9
1047,690.4
1045.6,1103.5
1052.3,1448.1
1048.5,1815.3
1047.6,404.7
1046.3,536.2
1049.9,857.8
1049.1,125.7
1049.4,164.3
1050.6,232.6
1054.8,1285
1052,1487.9
1054.5,1525.8
1055.5,36.6
1051.8,1258.2
1055.6,562.4
1054.8,935.6
1058.1,963.5
1058.9,951
1061.8,1322.9
1059.1,123.8
1061.3,594.4
1061.4,1303.3
1063.7,108.2
1060.5,663.3
1063.3,767.3
1065.1,188.4
1064.6,626
1063.6,712.1
1066,694.1
1063.2,917.3
1065.4,1579.8
1066.1,1674
1064.6,513.8
1071.8,1653.4
1069.8,1708.7
1067.2,1511.9
1070.5,1790.1
1070.2,799.3
1068.9,423.4
1077.3,212.5
1076.2,653.2
1071.8,520.2
1074.7,574.5
1072.3,1094.7
1071.5,670.6
1076.5,1042.4
1078.7,1752.2
1075,1803.5
1080.6,711.1
1077.5,978.5
1080,328
1081.9,445
1081.6,831.2
1085.5,116.6
1082.5,301.2
1082.4,197.1
1088.9,533
1085.5,1736
1090.4,1774.9
1095,42.2
1085,1482
1087,1365.2
1088.3,1700.8
1089.7,469.9
1090.1,1316.5
1093.5,1439.8
1093.5,204.8
1092.1,508.7
1095.2,326.1
1093.9,1613.2
1095.7,1686.8
1095.7,789.5
1099.1,954.3
1100.1,1649.1
1097.7,547.4
1100.7,134.6
1100,261.9
1104.2,629.2
1101.9,1547.9
1103.7,1733.2
1103.8,60
1102.5,1289.1
1108.8,1629.7
1108.4,120.9
1106.4,747.2
1109.9,174
1105.7,355.4
1111.9,1442.5
1112.3,434.4
1107.1,512.8
1107.4,1322.6
1108.9,342.1
1115.8,494.5
1107.8,1590
1113.5,211.4
1108,527.2
1110.1,650.3
1111.3,1201.6
1112,1525.4
1124.9,1506
1113.2,463.3
1118.2,555.1
1115,59.2
1115.5,1726.5
1115.9,803.9
1116.8,1181
1116.6,678.4
1120.2,1585.7
1126.4,18.4
1127.6,1424.3
1120.1,1472.7
1127.6,95.4
1124.9,171.9
1124.9,506.2
1126.5,1159.3
1126.1,32.3
1131.6,291
1122,639.3
1126,924.7
1125.8,123.4
1126,541.5
1134.4,1716.7
1130.1,604.9
1127.6,1285.2
1131.9,53.5
1131.1,783.9
1139.2,1451.8
1133.6,1648.4
1128.7,683.7
1130.3,1675.3
1134,662.9
1133,1845.3
1134.8,1793
1137.4,304.9
1135.3,1389
1144.7,109.1
1137,800
1141.1,202.6
1139.6,352.4
1150.7,401.2
1140.5,814.5
1140,443.3
1141.3,1325.8
1144.1,1373
1142.2,1566.2
1148.4,272.8
1144.3,1730.4
1147.5,136.1
1144.2,1673.3
1151.2,308.2
1146.2,368.7
1152.7,1176.6
1149.4,181.8
1152.8,1276.8
1154.8,1493
1150.5,784.2
1153.8,1330.1
1152.2,1416.6
1151.5,197.6
1153.8,573.4
1152.3,600.1
1153.2,426.8
1156.2,888.6
1154.6,1355.6
1158.7,8.9
1154.8,803.3
1154.8,1240.7
1157.1,1306
1160.9,869.5
1160.5,1796.8
1168,1546.3
1163.7,380.4
1162.3,1592.5
1164.7,35.8
1162.7,52.1
1165.3,538.2
1166.4,486.3
1166,126.8
1166.7,1659.3
1166.6,1256
1168,1273.9
1171.3,1751.8
1170,474.7
1168.2,694.7
1170.9,516.3
1170.3,1824.2
1170.1,629.3
1173.5,292.2
1170.5,881.8
1177.8,1395.5
1174.4,1381.3
1178.9,1463.5
1173.7,1481.6
1176.8,52
1181.2,1634.7
1174.8,1800.6
1178,1272.8
1182.2,1672.2
1180.7,1119.3
1183.6,1738.9
1180.2,862.5
1183,1548.7
1182.8,14.3
1182.2,1191.6
1185.9,1254.2
1183,1083.4
1187.7,1724.9
1192.8,144.8
1192.5,1527.3
1191.2,1275.8
1191.7,1798.9
1190.8,259.7
1190.2,549.2
1196.2,1781.8
1192,615.4
1201.2,1719.8
1201.6,1634.6
1195.5,1205.4
1198,1265.2
1199.3,1150.9
1197.2,470.8
1198.3,1175.4
1200.9,1396.1
1198.8,761.3
1201.7,57.6
1204.1,76.3
1200.9,1551.7
1201,1840.6
1205.8,396.6
1203.7,875.7
1203.1,1339.5
1205.2,315.2
1202,15.8
1202,1489.4
1202.9,457.9
1205.4,428.3
1208.1,1380.4
1207,449.6
1214.2,33.2
1212.5,368.8
1209.1,1206.2
1211.2,1434.4
1210.5,1679.1
1210.4,1781.7
1208.3,1847.1
1209.3,1280.7
1214.6,1170.8
1215.7,1818.1
1213.2,158.3
1213.5,562.6
1222.3,12.4
1218,1732.7
1222.2,1491.8
1217.2,305.4
1216.2,1087
1219.4,415.2
1216.7,1536.5
1216.7,1564.9
1218.2,81.5
1218.1,1710.5
1219.3,64.2
1218.3,515.7
1220.6,672.1
1224.6,1467.5
1220.1,1552.7
1222.9,1179.4
1222.2,1059.7
1223.3,1405
1223.8,392.1
1223.4,731.5
1223.6,1433.6
1232.1,1767.4
1226.9,497.6
1225.4,1089.2
1229,515
1229.1,1698.4
1230.6,1199.9
1229.2,1539.7
1235.1,1656.5
1229.8,141.7
1230.2,209.7
1236.7,267.8
1228.8,710.2
1231.3,1388.8
1230.1,1599.1
1232.5,419.2
1234.5,1106.9
1233.1,730.3
1233.8,668.6
1236.3,1298.2
1234.2,35
1239.3,4.2
1237.1,1447.6
1243.4,1530.5
1240.9,1277.5
1243.2,191.9
1245.3,1188.1
1244.3,1796
1242.5,719.5
1248.6,1035.6
1239.7,1506
1245.3,223
1245.2,1141
1246.5,53.5
1244.3,351.2
1245.6,1732.2
1246.2,119
1244.9,1322.7
1244.2,1586.8
1247.6,1250.3
1247.8,1267.2
1246.1,1351.6
1246.2,1840.3
1244.4,1623.8
1253.6,390.9
1250.7,624.9
1247.6,1160.3
1250.6,154.8
1249.6,307.4
1251.8,2.5
1257.7,327.4
1255.7,1295.5
1253.4,1651.8
1256.2,1672.7
1260.2,197.2
1259.5,1168.4
1258.3,133.7
1258.1,1362.4
1259.1,1591.8
1259.1,1091.5
1259.8,1320.5
1264.2,12.5
1260.3,1815
1269.9,1140.8
1261.7,498.6
1259.7,730.1
1259.9,1641.8
1265.4,1072
1266.6,1385.8
1267.1,633.3
1266.4,1741.5
1267.1,687.9
1267.6,746.3
1265.4,144.5
1269.1,1656.9
1268.9,1833.3
1267,947.3
1268.6,153.8
1271.7,1089.6
1269.6,185.9
1275.8,1765.3
1276.1,1116.2
1275.4,1431.2
1274.4,303.8
1275.2,1052.7
1273.6,1731.2
1276.8,526
1277.7,724.9
1278.6,960
1277.6,1075
1280,1173.4
1277.1,1289.4
1283.3,890.9
1278.8,1023.3
1283,1777.1
1280.8,750.2
1280.8,1197.1
1278.5,1346.1
1280.7,1593.4
1288.2,1298.7
1284.8,1818
1283.2,23
1282.9,98
1282.6,294.3
1285.8,1377.7
1286.2,465.6
1287.3,1632.4
1287.8,67.8
1285.9,122.3
1294.2,34.4
1292.1,516.1
1293.1,279.9
1293.1,1248
1290,1346.3
1293,1471
1289,1014.6
1295.5,1747.8
1292.4,152.4
1296,1318.6
1293.9,1573.2
1291.6,612.3
1293.7,1588.7
1294.2,1674.7
1290.7,1787.8
1299.8,170.1
1296.2,86.1
1293.9,314.8
1301.9,1532.5
1297.3,493.9
1304.6,690.1
1301.1,1331.8
1299.7,364.3
1297.2,658.8
1300.9,1146
1308,62.2
1299.8,406.5
1305.9,311.4
1303,1281.7
1305.2,1699.1
1310.9,1647.3
1305.9,140.4
1309.8,1682.6
1304.5,1765.4
1310.6,10.8
1313.7,197.7
1309.1,809.6
1308.9,1239.9
1312.4,278.7
1311.5,1069.1
1312.5,1830.8
1312.9,1118.9
1312,1257.3
1313.9,1567.1
1317.3,403.2
1314,916.9
1318.1,1521.7
1316,660.6
1317.3,1080.9
1319.1,1236.7
1319.2,1304.8
1322.7,1577.8
1320.2,1162.1
1320,1748
1322.6,2.7
1320,1200.1
1319.8,25.9
1322.5,994.2
1322.6,112.4
1327.5,915.6
1324.4,1776
1325.8,789.2
1330.4,1143.6
1330,221.2
1337,497
1330.2,1592.5
1330,1723.3
1330.6,780.1
1331.8,1210.5
1333.9,270.8
1335.5,1031.4
1335.7,1049
1333.1,1248.5
1337.2,363
1336.2,862.5
1338.8,3.5
1338.2,453
1338.3,1087.9
1343.4,1488.7
1347.2,332.6
1338.6,633.5
1339.6,1356.3
1338.6,143.1
1340.5,277
1340.4,1120
1341.8,1136.6
1339.6,1644
1344.5,247.6
1345,757
1342.5,1259.7
1344.9,1742.5
1349.2,1838.9
1342.3,1054.3
1343.4,961.5
1349.5,1656.6
1360.4,446.5
1350.6,1084.3
1352.4,1380.5
1349.8,1798.5
1352.4,405.4
1354.4,943
1351.2,1424.9
1352.6,473.9
1357.4,556.6
1352,1012.7
1353.7,150.7
1356.3,702.4
1353.2,1272.4
1359.4,464.8
1360.6,1224.8
1356.4,316.2
1364.4,1464.5
1362.9,906.4
1365.4,1043.8
1360.3,1613.5
1365,1631.1
1365.7,664.2
1365.7,1707.8
1367.6,882.5
1365.2,982.6
1367.8,1447.9
1369.1,1164.4
1369.7,1665.7
1368.3,1557.3
1374,629.8
1374.6,59.8
1371.6,259.8
1373.1,1593.3
1372.9,367.9
1374.3,154.4
1373.5,872.1
1377.7,78.3
1377.9,414.4
1380.1,948.9
1377.3,1091.2
1380.6,1503.6
1379,138.1
1382.8,497
1380,685.6
1383.7,788.5
1380,928.2
1378.2,1157.8
1382.5,1233
1378.5,1679
1383.7,804.7
1385.1,889.2
1381.9,1180.4
1387.1,1269.8
1380.2,1845
1383.5,768.6
1382.6,823.9
1382.2,1305.7
1385.3,1606
1386.2,245.4
1385.4,537.9
1388.2,1552.6
1389.8,2.1
1387.5,1321.7
1387.1,1465.2
1389.3,1510.1
1391.4,427.7
1392.4,1418
1395,1584.1
1393.9,654.5
1394.4,506.7
1392.9,1762.5
1395.9,842.4
1399.1,1117.7
1397.2,1376.5
1397.6,1689.3
1403.1,1214.7
1401,1149.5
1399.8,1442.5
1402.2,1529.1
1405,1556.8
1400.4,552.6
1400.8,1273.8
1400.4,1462.2
1405.4,1485
1402.2,219.4
1408.5,941.9
1411.8,961.5
1405.8,1315.4
1401.9,1340.7
1406.2,1508.7
1413,26.8
1409.5,459.5
1404.8,1663
1404.6,562.5
1407.4,778
1407.6,1044.7
1405.7,1540.6
1408.2,1394.8
1409.2,1422.3
1408.5,1336.2
1412.6,1072.5
1413.7,135.6
1410.9,1129.8
1413,1267.9
1412,1737
1415.7,208.2
1415.1,406.7
1419,678.1
1417.2,927
1414.5,1353.4
1418.6,754.5
1417.8,1010.7
1417.4,1452.6
1416.2,871.6
1415.2,1684.6
1417.1,1396.4
1416.5,1520
1424.6,1542.3
1422.4,1628.3
1421.2,712.1
1420.2,1602
1420.8,1510.6
1422.4,387.1
1426.4,1332.6
1422.5,1667.8
1425.5,12.2
1426.4,1718.7
1425.2,1134
1427,566.7
1430.8,631.5
1431.7,1755.1
1426.6,1351.8
1434.1,1813
1430.7,587.8
1428.8,1178.8
1430.6,899.8
1430.9,1083.8
1441,540.3
1435,1491.8
1431.9,1588.4
1432.8,369
1435.8,1390.9
1440.4,1248.5
1439.4,1362.2
1441.2,1418
1436.9,461.3
1435.9,1136.1
1445.8,1578.3
1439.9,1660.8
1438.4,1715.8
1439.8,498.5
1441.6,677.3
1440,767.9
1446.7,852.1
1443.1,1181.1
1441.3,352.5
1441.9,1846.1
1446.4,1295.8
1449.7,1740.4
1447.1,331.8
1451,1068.1
1449.6,1136.4
1448.9,1613.9
1463,1766.7
1448.1,133.7
1449.1,320
1451.1,1265.3
1452.1,402.9
1454.1,592.6
1453.1,1283.8
1457.5,1719.6
1449.9,40.7
1454.8,643.6
1451.9,664.6
1452.3,891.4
1451.3,1318.5
1455.5,1686
1458.4,384.6
1455,1355.1
1453.1,1557.4
1455.7,337.6
1456,568.7
1455.4,1671.9
1458.2,1081.4
1456.9,1835.8
1456.5,1853.5
1465.1,1814.7
1463.5,118.7
1464.7,1487.4
1461.1,1544.4
1463.9,830.2
1465.2,941.6
1474,1239.5
1465.7,1501.4
1465.1,1623.3
1467.3,447
1469.9,495.2
1466.5,1845.3
1473.4,384.6
1477,667
1471.2,1410.6
1470,355
1473.5,571.5
1471.5,1307.3
1472.9,1543.4
1476.6,96.7
1476.4,235.2
1474,711.9
1476.8,842.3
1477.4,694.7
1480,1796.3
1477.4,1183.1
1488.1,598.5
1480.4,1386.6
1480.6,1722.1
1478.3,407.2
1481.5,1204.8
1482.3,1283.2
1478.4,532.4
1480.7,1495.8
1480.4,721
1486.2,1529.2
1484.8,64.4
1485.9,679.3
1488.5,1100.1
1491.5,1228.2
1485.4,577.7
1484.4,1506.1
1489.5,495.2
1487.8,82.4
1487.9,1079.4
1490.2,1174.4
1487.6,1734.2
1488.7,466.2
1489,376.8
1490.6,820.3
1489.9,885.5
1495.4,1623.1
1493,1503.8
1497.2,1673.5
1497,1244.1
1495.9,1367.4
1496.7,1600.2
1499.7,56.6
1499.8,1413.3
1495.1,1755
1501.7,448.2
1496.7,481
1496.7,239.9
1501.4,1582.7
1501.5,1277.3
1498.3,1449.7
1501.1,471.6
1502.8,745.3
1504.4,1048.4
1506.6,1493.3
1506.9,305.6
1505.6,1654.2
1511.2,690.5
1505.5,1693
1506.6,1758.4
1510.7,1611.1
1509.8,948.3
1507.7,1217.3
1511.9,151
1511.1,435.6
1509.5,1016.2
1511,1263.1
1517.7,575.4
1510.9,1324.1
1514.7,415.8
1515,1197.1
1512.9,1458.1
1514.5,629.5
1520.2,200.5
1517.9,245.6
1521,321.8
1519.6,894.3
1519.4,1055.6
1522.2,1215.4
1520.4,1665.9
1518.2,1415
1518.9,1758.6
1520.7,1690.9
1523.7,1734.3
1521.8,4
1524.8,1489.5
1525.5,1542.2
1528.8,310.9
1533.3,560.6
1528.6,1833.8
1534.9,1648
1531.1,165.5
1529.3,185.2
1530.5,207.4
1530,1010.4
1531.5,1342.4
1535.8,48.1
1531.4,1559.2
1530.2,1576
1535.9,359.1
1542.7,616.4
1532.9,1288.4
1535.2,1304
1538.6,1593.7
1540.7,57.8
1537,1230.8
1538.7,148
1541.3,1805.5
1541.1,1698.8
1541.7,457.8
1543.2,732
1548.5,391.4
1544.3,640.3
1546.9,135.3
1545.3,444.7
1544,1571
1548,478.2
1546.9,575.6
1546.6,1254.9
1550.7,1514.1
1564.9,1449
1556,1779.5
1552.1,1398.9
1547.5,1759.3
1549.6,1671
1551.8,1741.8
1551.1,1561.6
1553.5,1809.1
1555,323.3
1551.7,1821.7
1556.4,280.2
1553.5,356.8
1555.1,1428.1
1556.2,1247.1
1558.1,1697.3
1557.1,1604.2
1559.9,476.9
1563.8,807.2
1562.7,1206.3
1560.5,10.8
1562.1,715
1563.7,1498.8
1563.5,220.5
1562.6,1009.1
1566.2,1254.2
1567.8,1386
1571.8,1676.4
1571.1,54.5
1569.4,103.8
1568.6,1348.8
1568.4,1410.7
1569.3,306.5
1574.1,1486.9
1576.9,1331.4
1572.7,1561.3
1573,331.2
1575,1725.5
1576,783.6
1575.9,1316.9
1578.1,1519.5
1577.8,1663.8
1576.5,1799.1
1575.6,19.1
1578.8,1774.1
1578.3,90.4
1579.6,228.8
1578,365.1
1579.9,424
1578.3,626.3
1583.6,1838.9
1582.1,144.7
1580.8,289.4
1584.1,1493.3
1589.3,1429.5
1584.7,406.5
1587.8,1584.6
1586.7,1448.4
1589.1,1676.9
1593,1742.7
1591,1060.8
1592.7,378.5
1590.6,1606.5
1593,413.2
1596.4,934
1595,1007.4
1604.2,251.4
1593.9,1384.6
1595.6,325.8
1599.3,1410.5
1594.5,1458.2
1595,856.7
1598.9,1474.4
1594.6,1766.8
1597.2,815.3
1598.6,203.8
1599.8,1448.8
1598.5,1612.5
1598.9,1671.8
1604.8,339.9
1602.8,829.4
1614.1,69.5
1603.4,179.1
1604.5,36.4
1611.9,1260
1608.9,1711
1606.8,7.6
1605,820.8
1608.2,1736
1606.9,1404.3
1612.5,1565.4
1609.7,1467.4
1617.3,99.2
1610.2,696.4
1613.8,1487.7
1613.5,1607.4
1618.4,1792.9
1620,356.1
1612.8,981.7
1615.6,1047.9
1617,1635
1615.7,1163.7
1616.6,845
1621.1,1414
1622,1506.9
1618.2,951.4
1622.7,1528.5
1624.4,751.7
1625.6,1108.9
1625.5,1819.8
1629.3,226.7
1631.1,258.4
1629.9,1665.6
1630.8,42.1
1628.7,1346.4
1629.3,124.2
1633,134.8
1634.4,1583.5
1635.6,1626.4
1638.8,1678.2
1634,1446.4
1637.4,427.8
1636.7,586.6
1638.4,720
1635.2,1529.1
1635.5,1539
1637.4,1829.3
1638.6,63.9
1640.3,395.3
1641.5,97.1
1643.3,1381.8
1642.4,486.5
1644.2,1691.6
1643,325.7
1646.9,1473
1645.8,277.7
1650.8,937
1648.6,1624.9
1650,361
1646.4,1534.4
1650.8,1158.1
1653,450.9
1650.1,1781.3
1652.3,1142.3
1650.5,1287.5
1656.1,799.7
1657.9,257.3
1655.1,969.3
1655.9,1825.5
1658.4,821.7
1657.7,418.5
1659.1,386.8
1662.3,1382
1667.7,1480.3
1661.9,315.6
1661.1,1010.4
1661.9,78.3
1661.4,1611.7
1665.3,168.3
1664.4,1262.1
1665.8,1792.4
1664.6,190.9
1667,908.4
1669,990.6
1666.8,1426.6
1668.8,1514.6
1666.6,69.2
1669.2,463.6
1667.3,1749.9
1669.8,871.4
1671.9,1611.4
1671,19.9
1672.7,266.5
1672.7,1547.8
1672.1,39.6
1675.2,1662.5
1672.3,91.8
1674.9,1587.3
1675.3,1740.7
1674.7,1170
1680.2,1636.2
1683,1792.3
1676.6,816.1
1678.2,1459.4
1678.8,1300.2
1676.9,1530.9
1680.4,8.4
1678.6,855.6
1681.4,1217
1682.4,64.9
1685.2,1506.3
1680.7,1724.8
1683.1,1253.5
1682.8,1751.9
1682.4,970.7
1685.5,431.4
1684.8,1400.7
1689.3,1736.1
1691.1,919.3
1686.4,1540.9
1689.4,1831.8
1690.4,1389.2
1690.6,192.7
1693.8,1717.1
1695.5,883.8
1693,1626.9
1694.9,40.6
1701.8,71.8
1699.9,352.9
1697.6,462.9
1696.4,1026.4
1696.8,1075.6
1698.8,998.9
1700.3,279.8
1700,1510.8
1702.8,559.7
1700.6,1729.4
1705.7,1484.1
1713.1,653.8
1709.6,1721.5
1707.2,1770.4
1711.8,1358.3
1708.2,1407.6
1710.9,165.4
1710.3,476.5
1712.1,1672.8
1714.4,1826.2
1715.5,528.4
1718.8,367.7
1714,1500.1
1720.4,1637.9
1714.2,323.3
1717.8,1760.1
1716.3,1793.9
1718,399.5
1720.1,13.7
1717.5,829.8
1719.5,927.6
1719.4,1810.7
1719.5,863.6
1723.2,155.8
1722.2,1669
1727.5,1719.4
1724.1,741.9
1724.4,903.2
1725.8,1530.5
1739.5,365.7
1725.2,1045.3
1725.5,1109.5
1728.7,27.5
1727.4,567.4
1726.5,578.7
1728.3,250
1733.4,333.5
1731.8,1489.1
1733.8,1598.9
1737.5,15.8
1738,205
1735.3,304.2
1735.8,527
1735.5,919.5
1736,1619.4
1734.1,1804.5
1734,1749.5
1737.5,182.4
1737.3,833.5
1739.5,162.5
1738.1,78.2
1741,816.6
1744.6,1705.8
1740.6,1054.2
1743.2,1427.5
1739.7,1852.9
1743.6,93.4
1740.5,1636
1743.3,1530.2
1743.8,190.4
1748.9,335.9
1745.4,1211.4
1747.2,1507.7
1745.8,1767.5
1743.9,1792.9
1747.6,1783.4
1746,1194.9
1751,119.7
1748.2,287.8
1756,733.4
1749.8,1588.8
1766.9,62.2
1754.2,1400.5
1750.3,1844.1
1762.5,1833.5
1753.1,695.1
1757.1,1082.6
1752.8,1517.6
1758.4,1315.1
1760.7,1560.1
1757.6,1619.6
1758.2,1446.7
1760.3,1688.8
1757.3,760.1
1760.7,1749.5
1763.1,1540.1
1760.2,178.9
1761.9,1001
1763.7,1807.3
1762.2,246.7
1760.7,198.4
1764.3,959.7
1766.3,30.3
1765.2,19.5
1774.6,1351.1
1764.9,189.1
1766.4,305.1
1769.1,917.7
1776.2,176.4
1771.4,692.2
1772,1525.4
1770.5,141.2
1770.1,331.6
1775.6,97.7
1775,1108
1777.7,1083.4
1776.8,1540.1
1777,1628.3
1778.5,32.2
1777.2,202.2
1779,481.8
1779.1,1787.2
1777.4,1757
1782.6,801.1
1780.4,1228.7
1780.6,1711.9
1787.4,1495.3
1790.9,1738.3
1791.1,107
1786.9,1557.1
1790.7,1313.2
1794.5,1751.6
1793.4,1004.5
1796,1457.2
1798.3,917.9
1797.8,96.5
1798.9,637.5
1796.9,85
1796.6,154.3
1799,390.8
1797.3,1374.2
1801.4,1707.1
1802.8,1842.6
1805.6,14.4
1804.1,274.7
1801,318.3
1804.2,1558.9
1808,1411
1806.9,1664.5
1804.1,161.4
1808.8,1768.4
1811.9,58.3
1808.2,1023.9
1809,1005.8
1811.6,1259.4
1812.5,1740.9
1810.9,1434.4
1815.4,1572.3
1816.4,451.1
1816.2,135.9
1818.9,715.9
1821.4,87.4
1820.6,949.7
1822.5,1843.3
1821.5,780.6
1826.9,592.2
1823,1068.4
1824.1,1716.2
1826.1,253.6
1827.3,1676
1831.1,1184.6
1828.2,1827.9
1830.4,161.9
1830.1,424.6
1832.9,804
1832.8,1495.5
1830,346.5
1832.8,876.6
1833.3,1022.4
1837.7,1658.5
1836.9,1766.3
1834.6,894.5
1835.4,515.8
1836.2,1479.3
1840,289.8
1838.5,470.6
1840.4,75.1
1841.9,60.9
1842.3,132.4
1840.5,275.3
1843.5,498.1
1849,536
1843.9,607.7
1847.7,1365.2
1847.5,372.9
1845.7,780.3
1847,1585.1
1847.7,1787.6
1846.9,563
1848.7,954.8
1849.3,1526.3
1849.3,172.8
1849.1,586.1
1851.2,966.3
1849.8,1599.4
1852.9,105.8
1853.7,525.4
1854,1491.5
1855.5,1537.5
1855.8,1184.6
1854.6,198
1856.5,215.9
1858.5,1610.7
1858.4,1753.1
1863.3,1839.9
1859.4,1723.8
1860.3,497.5
1857.8,1007.3
1859.4,12.8
1861.6,1503.2
1859.8,1640
1864.6,1135.4
1865.5,1568.3
1866.3,1040.3
1864.4,1708.5
1865.8,351.3
1874.4,87.9
1866.6,895.9
1871.9,819.6
1869.6,390.2
1871.5,129.7
1875.1,19
1869.5,147.5
1873.3,480.3
1880.6,1822.9
1876.5,419.7
1881.8,898.2
1879.6,1516.3
1878.2,1665.9
1888.9,1699.8
1877.2,1836.3
1890.4,1147.6
1881.7,1170.1
1885.3,873.9
1881.8,134
1886.4,226.8
1890.1,1102.1
1886.4,1763
1884.8,813.5
1886.5,976.8
1888.5,989.8
1883.9,1846.1
1885.8,364
1888.6,1130.2
1888.3,1062.3
1885.5,1413.6
1886.1,1799.5
1888.8,375.6
1886.5,58.6
1890,172.9
1890.5,1251.8
1890.6,1792.4
1895.4,1392.2
1892.6,1829.1
1898.3,91.7
1898.7,1024.7
1893.2,1266.1
1901.6,273.1
1895.9,916.5
1898.6,1633.6
1902.3,1341.2
1902.7,1608.2
1899.8,663.3
1901.1,1138.1
1919.9,1292.7
1902.5,9
1904.8,104.9
1905.9,1418.7
1907.2,1091.5
1909.8,1741.7
1908.1,253
1905,1059.7
1909.7,119.8
1909.5,325.8
1910.5,837.8
1912.6,662.8
1912.5,1377.3
1910.5,202.6
1912.6,648.8
1909.4,894.7
1916.5,1136.5
1913.8,1685.3
1911.5,1722.8
1915.7,3.8
1914.8,934.7
1916.8,1631.7
1914.1,956.9
1914.8,155.2
1927.9,1247
1918.3,1819.1
1915.6,1208
1917.5,1232.7
1920.1,1321
1916.3,1510.5
1922.9,1698.9
1925.8,204.3
1919.2,269.7
1921.4,1043.6
1927.9,1717.4
1932.7,1095.7
1924.2,69.4
1928.8,252.4
1924.3,302.1
1927.4,879.9
1925.3,983.2
1926.4,1400
1924.3,1618
1925.7,88
1930.5,177.9
1929.9,1059.7
1928.7,1476.9
1931.8,1684.2
1930.2,117.3
1931,904.8
1935,937.1
1945.3,1666.9
1931.2,1783.7
1933,287.7
1932.4,614.5
1937.7,222.4
1936,1049.6
1932.7,1205.8
1933.7,1758.5
1940,1359.8
1936.2,778.7
1936.5,90.9
1939.1,1017.9
1943,1191
1937.9,1272
1942.6,1824.4
1943.2,1176
1943.7,1791.5
1942.4,1627.1
1941.1,1808.6
1942.5,875.4
1947.2,957.5
1947.2,1229.4
1948.8,18.3
1957.8,1074.4
1951,685.7
1950.1,1500.6
1951,895.1
1950,1217.9
1948.2,1273.7
1952.6,1636.5
1957.9,272.9
1950.5,334.5
1956.4,1816
1959.5,1531.2
1964.2,1129.6
1961.4,1341.9
1963.5,795.1
1962.8,1327.2
1966.8,1292.7
1965.8,166.7
1967.3,76.7
1971,1105.6
1966.5,1218.4
1966,59
1968.8,1701.7
1972.1,1240.9
1969.3,1536.1
1972,232.3
1974.4,1187.2
1975.6,843
1973.8,1682.5
1974.6,1800.4
1980.3,1145.7
1974.9,1650.5
1977.4,204.3
1977.3,642.1
1975.9,931.9
1981.6,1596.9
1977.9,1819.4
1978.7,10.4
1977.9,155.6
1980.9,533.6
1981.3,1338.2
1984.5,67.8
1985.5,142.2
1983.4,32.8
1983.9,85.6
1987.8,1356.7
1984.8,809.8
1990.2,1166
1984,1528.4
1985.6,1733.2
1986.7,868.1
1985.1,1124.5
1986.3,1616.5
1987.5,1681.5
1993.3,750.8
1986.2,945.9
1989,1543
1990.6,968
1994.1,1305.3
1992.4,679.1
1992.5,1335.8
1991,1009.8
1996.7,334.7
1998.4,1401.2
1996.9,1428.4
1998.6,12.3
2000.7,68.2
1999.2,691.9
1997.1,1184.9
1999.9,1501.4
2005.3,1088.4
2001.4,1745.1
1999.2,1849.7
1999.4,142.8
2001.4,549.6
2002.1,1537.3
2004.7,822.6
2003.6,1601.3
2012.6,708.7
2005.6,737
2004.6,1675.7
2002.5,1786.8
2002.9,969.2
2010.9,160.7
2012.6,749.6
2010.5,1432.7
2011.4,767.1
2014.3,1617.1
2015.2,7.3
2017.5,787.6
2024.5,1179
2017,1242.2
2017.8,76.3
2016.8,799.1
2016.3,1029.4
2020.8,1066.7
2017.2,1137.2
2016.8,1301.5
2019,1576.4
2016.3,1683.1
2016.8,1759.3
2015.6,1795
2019.6,1819.3
2019.1,1004.9
2020.3,1517
2020.8,1553.9
2023.7,617.6
2021.6,1410.9
2022,1832.7
2020.6,1039.3
2024,1538.4
2023.6,727.7
2025.6,1766.6
2027.3,542.8
2023.7,841.8
2023.3,1151.2
2029.9,1799.6
2026.1,1286.5
2027.6,1310.8
2032,1785.8
2029.9,598.1
2035.1,750.3
2034.3,1433.2
2034.9,1676.7
2032.3,578.6
2034.7,1145
2045,979
2038.3,1726.8
2037.9,897.3
2033.6,1510.9
2036.4,636.3
2040.1,822.8
2036.5,918.4
2041.7,1004.2
2039.8,1551.7
2043,1389.2
2044.7,1212.9
2043.7,1067.8
2040.4,1197
2049.6,878.8
2042.4,925.3
2042.9,1491.2
2042.3,1812.5
2047.8,1295.1
2044.9,1127.3
2045,1251.8
2049.8,1803.9
2048.2,760
2048,593.8
2052.3,1770.6
2052,661
2054.2,1233.2
2056.9,1062.2
2056.9,1538.7
2055.4,144
2058,392.4
2056.3,1400.7
2056.2,1464.8
2055.9,537.8
2064.4,1585.5
2059.1,1143
2060.3,833.2
2066.6,863.7
2063.5,713
2063.2,1037.5
2060.4,938.3
2065,1443.7
2062.4,1561
2067.7,1809
2063.3,440.4
2061.3,1414.9
2062.3,1552.8
2070.9,1752.8
2069.6,669.6
2076.8,1464.2
2071,563.8
2071.2,730.4
