X,Y
2073.6,776.2
2074.5,613.7
2074.1,931.8
2075.1,1312.7
2073,1394.1
2071.7,1653.6
2071.3,432.8
2075.2,1231.9
2075,1443.9
2075.9,992.9
2075.5,1425.8
2083,1333.6
2080,1369.8
2079.4,1547.9
2079,1834.4
2082.2,907.3
2082,1587.2
2082.2,982
2083.3,1783.6
2084.5,473.8
2087.2,533.5
2083.4,1064
2088.4,1303.7
2085.8,1512.8
2089.2,682.6
2089.3,735.5
2087.3,1040.4
2088.9,1181
2089.1,1642.1
2094.3,827.3
2091.6,622.2
2093.3,764.2
2098.4,1446.5
2092.3,708.6
2103.9,799.1
2090,1435.2
2103.6,555.3
2101.7,928.6
2095.6,205.2
2098.5,1560.1
2094.2,875.3
2100,217.8
2099.2,1369.1
2102.1,1124.2
2099.4,1506.6
2097.5,1684.2
2104.4,1738.5
2098.3,1786.2
2103.5,389.4
2100.9,1386.2
2101.6,460.2
2102.6,1086.4
2104.1,1278.5
2107.8,668.2
2103.1,745.2
2106,1010.2
2106.9,691.6
2103.6,1590.8
2111.6,1043.3
2109.6,627
2112.3,731.7
2107.5,1749.2
2112.4,151.6
2111.3,1715.6
2113.9,710.6
2114.9,502.5
2114.2,1301.8
2114.8,766.2
2115,535.4
2111.7,1830.7
2115.5,1286.3
2115.5,1407.2
2117.6,219
2118,1602.6
2115,459.5
2120,1202
2115.4,1245.2
2121.2,1377.8
2116.3,1572.7
2116.9,781.4
2117.3,1763.7
2119.2,836
2120.8,1344.6
2124.3,1362.8
2124.6,685.4
2131.4,636.4
2127.2,958
2121.2,1447.2
2122.8,746.5
2126.9,1593.7
2123.3,1162.1
2123.2,1231.9
2125.8,1474.5
2124.2,1796.6
2128.3,1636
2130.9,1657.3
2133.4,478.4
2130.8,1178.6
2126,1542.1
2129.3,183
2146.2,862.9
2129.1,1098.6
2132.8,977.3
2129.2,1276
2129.5,512
2134.1,302.9
2142.6,128.4
2133.7,359.1
2134.6,1021.4
2136.2,1339.8
2135,1399.3
2138.8,733.1
2135.4,1442.8
2137.7,420.1
2137.8,543.3
2135.7,1717.1
2139.1,706.2
2139.2,927.7
2140.9,1054
2139,788.4
2146.4,1288.9
2141.9,1536.8
2142.7,1597.1
2144.8,750.1
2145.5,980.3
2145.8,1235.9
2149,1312.2
2143.2,1740.8
2146.9,615.3
2148.4,994.7
2146.2,1491.1
2152.7,229.9
2155.1,909.7
2155.7,85.7
2151.9,390.5
2159.3,809.6
2150.2,1633.5
2159.6,1394.2
2149,1483
2153.1,1802.1
2152.2,1080.7
2153.7,1197.2
2157.7,1650.5
2153.2,890.9
2154.6,1718.6
2152.9,1835.7
2157.6,1279
2157.8,459.5
2158.5,592.9
2165.2,1419.5
2160,119.3
2163.6,534.1
2158,610.1
2167.6,504.5
2164.6,685.9
2165.1,1299.3
2163.4,1609.1
2170.4,1134.2
2167.5,1723.3
2162.8,2.5
2167.8,885.6
2164.9,1164.7
2166.6,1552.5
2166.8,1626.9
2167.3,65.9
2168.5,1234.7
2167.1,1051.7
2168.8,1469.4
2167.7,1836.7
2167.9,291.2
2173.5,600.4
2173.2,1076.7
2170.8,1277.6
2169.4,1380.4
2172,1815.4
2172.4,752.9
2170.9,952.9
2175.3,1585.4
2176.7,95.4
2176.1,257.4
2179.6,733.2
2180,1797
2182,405.8
2179.8,1647
2179.7,194.6
2182.6,301.5
2179.6,344.6
2181.8,701.1
2181.6,1299.3
2178.1,1428.5
2184.6,419.4
2190.8,484.5
2183.5,64.3
2182.7,775.2
2192.4,1247.5
2194.6,1503.9
2185.8,324.4
2185.8,516.1
2185.2,1538
2191.4,389.2
2186.4,1400.1
2192.7,1018.9
2188.2,1413.7
2188.3,1616.3
2185.2,247.7
2189.2,1671.6
2189.3,1084.6
2188.3,857.5
2193.4,1763.3
2193.2,1356.9
2191.8,1426.7
2195.3,16
2196.3,714.4
2194,502.1
2197.7,647.1
2195.8,1587.2
2197.2,410.6
2203.8,791.1
2204.1,826.7
2196.9,1303.1
2197.7,1393.1
2198.6,1530.2
2200.3,1815.1
2198.6,71.1
2200.7,1217.6
2200.7,143.1
2201.6,969.9
2203.8,1119.8
2202,128.5
2202.3,208.1
2204.4,910.5
2200.9,1084.3
2202.8,378.2
2207,855.8
2203.8,956
2204.4,309.3
2208.8,1258.6
2202.5,1767
2209.2,693.2
2206.5,863.6
2206,1575.5
2213.4,1829.7
2209.2,479.8
2207.1,358
2210.7,1593.9
2210.7,504.5
2213.3,1664.3
2210.6,1786.4
2214.5,632.2
2211.9,1851.1
2213.4,117.7
2217.2,297.8
2214.9,1680.5
2218.1,986.8
2213.5,54.6
2222.5,560.5
2215.5,197.4
2218.4,1572.1
2218,256.2
2219.8,385.4
2219.8,756.6
2218.9,1466.6
2215.8,1770.6
2220.2,318.8
2220.1,1436.3
2219.2,218.2
2221.1,875.4
2225.8,1148.2
2220.1,365.3
2221,917.6
2220.9,38.2
2223.5,1761.6
2222.4,51.1
2229.6,280.7
2227.8,600.7
2225.2,1294.8
2222.2,642.4
2225.2,1359.5
2225,1799.3
2230.6,192.9
2227.9,108.9
2224.8,333.7
2225.3,674.2
2230.3,1004.4
2230.7,1844.8
2229.5,3.1
2227.7,377.8
2227.9,420.4
2232.7,909
2235.8,807.5
2231,1433.8
2233.7,1448.9
2231,48
2232.1,144.9
2231.4,236.3
2232.1,1227.4
2230.4,1463.4
2232.3,1255.6
2233.5,1626.2
2235.8,1364.6
2235.9,1691.3
2239.1,1822.9
2237.6,263.6
2239.6,506
2240.4,699.5
2237.1,950
2236.7,1534.2
2237.5,1645.5
2239.5,1676.3
2241.7,461.6
2240.1,1503.3
2239,1557.7
2252.9,1725.7
2244.1,726
2243,1331.2
2242.8,108
2243.9,875.1
2247.5,1304.2
2246.9,399.3
2244.7,521.8
2248.8,1481.2
2246.5,794.6
2252.2,820.9
2247.8,1056.3
2248.2,1541.3
2253.1,1224.3
2248.1,1553.8
2251.4,269.9
2252.8,1152.8
2250.9,288.3
2254.5,92.8
2251.4,223.3
2251.2,653.1
2252.7,1176.6
2254.9,47.2
2254.6,757.2
2255.5,1404
2256.2,1515
2260.1,17
2257.4,353.5
2259.2,678.9
2258.8,1392.5
2258.6,1451.6
2258.7,145.1
2266.7,132.5
2264.5,195.3
2261.8,565.3
2260.4,502.5
2268.2,596.8
2264.9,1110.2
2267.5,1641.1
2265,920.2
2264.5,371.9
2263.2,442.9
2266.4,312.8
2265.4,1059.2
2267.6,1426.5
2266.5,1337.1
2269.9,725
2270.9,1585.5
2267.9,557
2269.8,1533
2274,154.6
2271.7,1452.2
2275.2,437.4
2273.4,1761.2
2272.5,1151.2
2276.5,208.5
2274.9,613.4
2278,682.5
2279,807.5
2279.6,1173.5
2279.2,22.1
2276.8,1286.7
2275.5,392.4
2276.4,1572.1
2278.3,50.8
2281.1,294
2280.3,1352.5
2280,372.4
2282.3,325.7
2282.7,734.9
2280.9,1638.5
2283.9,1846.3
2284.8,118.8
2287.1,469.5
2285,880.4
2284.7,1084.7
2286.1,267.4
2294.4,1242.4
2284.3,313.4
2288.7,777.5
2294.6,1213.7
2288.4,696
2290.5,1052
2295.8,559.8
2289.6,1024.8
2290.8,349.8
2292.2,706.9
2297.5,861.2
2292.3,193.4
2296.3,44.6
2298.8,23.7
2294.9,537
2297.7,1626.6
2299.5,1764.5
2298,1489.3
2300.2,340.7
2301.4,972.6
2300.1,1728.2
2302.5,59.4
2300.6,1552.4
2304.6,271.7
2310.1,904.2
2305.2,1669.5
2302.4,207.1
2304.1,522.6
2305.7,925.8
2303.8,34.6
2305.6,415.3
2306.1,1266.5
2307.2,1743.6
2306.1,1403.8
2308.3,225.5
2310.7,782.3
2311.4,334.9
2309,448.8
2307.6,1220.7
2309.6,1302.3
2309.4,75.6
2310.4,580.4
2310.7,703
2313.1,402.8
2310.6,1066.8
2312.9,1330.9
2314.5,1844
2312.1,1050.1
2310.8,1770.7
2316.6,1135.8
2316.5,1229
2318.8,433.9
2318,1758.6
2319.8,107.1
2317.2,883.6
2320.9,90.5
2321.3,1709.6
2320.5,176
2320.3,469.9
2323,1391.3
2323.6,1466.3
2323.6,877.9
2325.1,1437.5
